name,address,online_order,book_table,location,restaurant_type,cuisines,category,city,votes,rating,cost_for_two
Bhavani Upahara,"1st Cross Road, Panduranga Nagar, Bannerghatta Road, Bengaluru",Yes,No,Bannerghatta Road,Quick Bites,South Indian,Delivery,Bannerghatta Road,9,3.3,250.0
Zhangs Classic,"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"Italian, Chinese, Japanese",Delivery,Bannerghatta Road,170,2.6,600.0
Oye Amritsar,"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Yes,Yes,JP Nagar,Casual Dining,North Indian,Buffet,Bannerghatta Road,756,3.8,1000.0
Thalassery Food Court,"389, Opposite to Anand Valmar Apartments, Near Maruthi Dental College, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Casual Dining,"Kerala, North Indian, Chinese",Dine-out,Bannerghatta Road,4,3.1,500.0
Big Mishra Pedha,"116, Royal Residency, Near Sai Baba Temple, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Sweet Shop,"Mithai, Desserts, Fast Food",Delivery,Bannerghatta Road,7,3.3,300.0
Banashankari Nati Style,"2, Puttenahalli Main Road , Government School, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,South Indian,Delivery,Bannerghatta Road,8,3.6,300.0
Punjabites,"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","North Indian, Charcoal Chicken",Delivery,Bannerghatta Road,5,3.7,400.0
Danapani,"1-8, RBI Layout, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",Dine-out,Bannerghatta Road,59,3.8,400.0
Khan Saheb Grills and Rolls,"663/52, 34th Cross, 11th Main, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"Fast Food, Rolls",Dine-out,Basavanagudi,134,3.9,350.0
South Kitchen,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,South Indian,Dine-out,Basavanagudi,275,4.3,100.0
Jcubez,"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",No,Yes,Banashankari,Lounge,Finger Food,Drinks & nightlife,Basavanagudi,977,3.8,1300.0
SGS Non Veg - Gundu Pulav,"57, Kadirenahalli Road, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,"Biryani, Fast Food",Delivery,Basavanagudi,101,3.8,400.0
South Kitchen,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,275,4.3,100.0
Coffee Tindi,"27th Cross Rd, Banashankari Stage II, Banashankari, Bangalore",Yes,No,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",Delivery,Basavanagudi,75,3.8,200.0
Pizza Hut,"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"Pizza, Fast Food",Delivery,Basavanagudi,693,3.8,750.0
Take A Break,"46, K.H Road, Opp Bmtc Bus Stand, Shanti Nagar, Bangalore",No,No,Shanti Nagar,Casual Dining,North Indian,Delivery,Basavanagudi,7,3.4,600.0
1980s Games Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Cafe,"Cafe, Fast Food",Dine-out,Basavanagudi,58,3.4,400.0
Happy Chopsticks,"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi",Yes,No,Basavanagudi,Quick Bites,"Chinese, Fast Food",Dine-out,Basavanagudi,18,3.6,300.0
Kesar Rajasthani Parotha Point,"Old Market, V V Puram, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"North Indian, Rajasthani",Dine-out,Basavanagudi,34,3.9,200.0
Karavali Fish Center,"715, Hari Complex, 22nd Cross KR Road, 2nd stage, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,"Mangalorean, Chinese",Dine-out,Basavanagudi,10,3.4,300.0
Bhukkhad Baba,"7th Cross, 6th Main, Shakambhari Nagar, Sarakki, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"North Indian, Beverages",Delivery,Basavanagudi,125,3.7,250.0
Mint and Mustard,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,232,4.0,750.0
Java City,"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Cafe,"Cafe, American, Pizza",Cafes,Basavanagudi,157,2.6,450.0
Al-Madina Restaurant,"127, NR Road, City Market, Bangalore",No,No,City Market,Casual Dining,"Arabian, North Indian, Chinese, Kerala",Dine-out,Basavanagudi,22,3.4,400.0
Cafe Vivacity,"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Cafe,Cafe,Delivery,Basavanagudi,90,3.8,650.0
Cake Art,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",No,No,Basavanagudi,"Bakery, Quick Bites",Bakery,Delivery,Basavanagudi,15,3.5,400.0
Namma Biryani,"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",Dine-out,Basavanagudi,24,3.6,250.0
Swadesh Tadka,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",Dine-out,Basavanagudi,179,3.5,600.0
Vennela Andhra Meals,"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,Andhra,Dine-out,Basavanagudi,23,3.0,400.0
Namma Brahmin's Idli,"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,South Indian,Delivery,Basavanagudi,34,3.6,100.0
Fitbakes,"Jayanagar, Bangalore",No,No,Jayanagar,Delivery,"Bakery, Healthy Food",Delivery,Basavanagudi,13,3.6,400.0
Swadd Kitchen,"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",Yes,No,Basavanagudi,Casual Dining,"North Indian, Fast Food",Delivery,Basavanagudi,4,3.4,500.0
Pure & Natural,"Near National College, 7th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",Dine-out,Basavanagudi,211,3.9,500.0
Swadd Kitchen,"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",Yes,No,Basavanagudi,Casual Dining,"North Indian, Fast Food",Dine-out,Basavanagudi,4,3.4,500.0
Alfa Family Restaurant,"44/3, 10th Cross, 1st Main, Arekempanahalli, Someshwari Nagar, Wilson Garden, Bangalore",No,No,Wilson Garden,Casual Dining,"North Indian, Arabian, Chinese",Delivery,Basavanagudi,27,3.0,400.0
Sri Krishna Veg,"28/12, Kanakapura Road Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,4,3.5,100.0
1947,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",No,Yes,Jayanagar,Casual Dining,"North Indian, Chinese",Dine-out,Basavanagudi,2359,4.1,950.0
Paratha Merchant,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",Yes,No,Kumaraswamy Layout,Quick Bites,North Indian,Delivery,Basavanagudi,39,3.1,300.0
Biryani Paradise,"72/2, Lalbhag Main Gate, Shanti Nagar, Bangalore",No,No,Shanti Nagar,Quick Bites,"Biryani, Fast Food",Dine-out,Basavanagudi,6,3.4,400.0
Revoli Hotel,"88, K H Road, Opposite Shanti Nagar Bus Stop, Shanti Nagar, Bangalore",No,No,Shanti Nagar,Casual Dining,"South Indian, Chinese",Dine-out,Basavanagudi,21,3.5,450.0
Kollapuri's,"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,"South Indian, Mangalorean",Delivery,Basavanagudi,206,3.9,450.0
Lassi Corner,"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",Delivery,Basavanagudi,107,3.7,150.0
Starlite Bakery & Fastfood,"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",Dine-out,Basavanagudi,23,3.7,300.0
Enerjuvate Studio & Cafe,"Shop 547, 32nd C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",No,Yes,Jayanagar,Cafe,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",Delivery,Basavanagudi,731,4.2,800.0
Kaulige Millet Corner,"201, 4th Main Road, Next to National Lassi Bar, Chamrajapet, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Healthy Food, South Indian",Delivery,Basavanagudi,4,3.3,150.0
Cane-O-La,"44/1, Bull Temple Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,Juices,Delivery,Basavanagudi,61,3.8,100.0
Chai Kraft,"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Beverage Shop,"Beverages, Tea",Delivery,Basavanagudi,30,4.1,100.0
The Royal Corner - Pai Viceroy,"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",Yes,Yes,Jayanagar,Casual Dining,"North Indian, Chinese",Dine-out,Basavanagudi,815,4.2,900.0
Cafe Shuffle,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",Yes,Yes,Banashankari,Cafe,"Cafe, Italian, Continental",Cafes,Basavanagudi,150,4.2,600.0
Chamarajpet Non Veg Restaurant,"75, 1st Main, 8th Cross, Chamrajpet, Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,"South Indian, Biryani",Dine-out,Basavanagudi,13,3.6,200.0
Baisakhi,"160, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Casual Dining,North Indian,Dine-out,Basavanagudi,527,3.8,500.0
Lassi Stop,"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore",Yes,No,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",Dine-out,Basavanagudi,12,3.4,150.0
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Yes,Yes,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",Delivery,Basavanagudi,784,4.5,800.0
50-50 EATING HOUSE,"23/1, 7th Cross, N R Colony, Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,"South Indian, Biryani",Dine-out,Basavanagudi,4,3.2,100.0
Iyengar Bakery,"Next to Cool Joint, 4th Block, Jayanagar, Bangalore",No,No,Jayanagar,Bakery,Bakery,Desserts,Basavanagudi,44,3.7,200.0
Sri Laxmi Venkateshwara Coffee Bar,"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,South Indian,Dine-out,Basavanagudi,343,4.4,100.0
My Tea House,"224/Y, 4th Phase, 7th Block, 100 Feet Ring Road, Near Kamakya Theatre, Banashankari, Bangalore",Yes,No,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",Delivery,Basavanagudi,62,3.6,600.0
Sandwich Hub,"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"Fast Food, Sandwich",Delivery,Basavanagudi,12,3.4,300.0
Mystique Palate,"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"Chinese, Fast Food",Delivery,Basavanagudi,337,4.1,300.0
Kidambi's Kitchen,"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,52,3.5,300.0
Burger King,"59/3, Ground & First Floor, West Anjaneya Temple Road, Ward 49, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Burger, Fast Food, Beverages",Dine-out,Basavanagudi,157,4.0,600.0
Bake and Juice,"1st Main, Sudugunda Palya, Near Srinivasa Theatre, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Fast Food, Beverages",Delivery,Basavanagudi,15,3.5,400.0
Smacznego,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore",Yes,No,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",Dine-out,Basavanagudi,504,4.2,550.0
Adda,"16.8th Cross, H Siddaiha Road, Sudamnagar, Shanti Nagar, Bangalore",No,No,Shanti Nagar,Quick Bites,South Indian,Delivery,Basavanagudi,5,3.3,300.0
Paratha Junction,"35/24, PTG Complex, 11th Main Road, 46th Cross, 5th Block, Opposite Raghavendra Matha Temple, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"North Indian, Chinese",Delivery,Basavanagudi,395,3.2,300.0
Sugar Rush,"186, 11th Main, 4th Cross, Hanumanthnagar, Banashankari, Bangalore",No,No,Banashankari,Bakery,"Bakery, Desserts",Delivery,Basavanagudi,39,3.8,300.0
The Belgian Waffle Co.,"Shop 62, The High Street, 11th Main, 4th Block Jayanagar, Bangalore",Yes,No,Jayanagar,Dessert Parlor,"Desserts, Beverages",Desserts,Basavanagudi,152,3.8,350.0
Cafe Ajfan,"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",Yes,No,Jayanagar,Cafe,"Cafe, Continental, Beverages",Delivery,Basavanagudi,261,4.2,700.0
Parimala Sweets,"1142, 22nd Cross, 30th Main, Banashankari, Bangalore",No,No,Banashankari,Sweet Shop,"Mithai, Street Food",Desserts,Basavanagudi,14,3.5,200.0
Udupi Sri Krishna Cafe,"24, 8th C Main, Behind Post Office, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"North Indian, South Indian",Delivery,Basavanagudi,14,3.9,600.0
Kedia's Fun Food,"6th C Main, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",Delivery,Basavanagudi,630,4.3,200.0
Pavithra Restaurant,"Near 4th Block Bus Stand, 30th Cross Road, 4th Block, Jayanagar, Bangalore",No,No,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",Dine-out,Basavanagudi,133,3.4,300.0
Kolkata King,"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Fast Food, Rolls",Delivery,Basavanagudi,6,3.4,300.0
Just Shawarma,"35, 22nd Main Road, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,Arabian,Dine-out,Basavanagudi,66,3.8,300.0
Pop Hop,"68, 10th Main Road, 36th Cross, 5th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,204,4.1,300.0
Thanco's Natural Ice Cream,"22, Govindappa Road Cross, 8 & 9, V C Plaza,Opp Mahila Bangle store,Above Dennys,DVG Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,69,3.6,450.0
Udupi Ruchi,"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,57,3.9,200.0
A2B Veg - Adyar Ananda Bhavan,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Casual Dining,"South Indian, Fast Food, Street Food",Delivery,Basavanagudi,97,2.7,400.0
Once Upon a Rooftop,"278/A, 9th Main Road, 4th Block, Jayanagar, Bangalore",No,Yes,Jayanagar,"Casual Dining, Bar","Pizza, Italian, Chinese, Thai",Dine-out,Basavanagudi,1278,4.3,1000.0
Earth Plate Express,"Food Court, Central Shopping Mall, 45th Cross, 2nd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Food Court,"Italian, Continental",Delivery,Basavanagudi,33,3.9,600.0
The Krishna Grand,"1, Monotype, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",Dine-out,Basavanagudi,888,3.9,750.0
Karnataka Bhel House,"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,Street Food,Delivery,Basavanagudi,449,4.1,100.0
Ascharya Hotel,"Plot 62, Nanjappa Layout, Adugodi Main Road, Adugodi, Koramangala 5th Block, Bangalore",Yes,No,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",Delivery,Basavanagudi,10,3.3,300.0
Kickin Burger,"1839, 41st Cross, Putlanpalya, 9th Block, Jayanagar, Bengaluru",Yes,No,Jayanagar,Quick Bites,Fast Food,Delivery,Basavanagudi,22,3.1,400.0
FreshMenu,"10, Stavyah Arcade, 3rd Floor 9th Main, Yarab Nagar Main Road, Banashankari, Bangalore",Yes,No,Banashankari,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",Delivery,Basavanagudi,627,3.9,450.0
New Prashanth Hotel,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",Delivery,Basavanagudi,388,3.9,650.0
Karavali Family Restaurant,"13, 27th B Cross, 10th Main, Opposite BWSSB Water Tank, Geetha Colony, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",Delivery,Basavanagudi,90,3.5,500.0
Beetle Juice Bar - Springs Hotel & Spa,"Springs Hotel & Spa, 19, H. Siddaiah Road, Off JC Road, Basavanagudi, Bangalore",No,Yes,Basavanagudi,Bar,Finger Food,Dine-out,Basavanagudi,64,3.7,2200.0
Iceberg Icecreams,"23/1, Shop Street Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",Delivery,Basavanagudi,43,4.0,250.0
Shawarma Inc,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore",Yes,No,Banashankari,Takeaway,"Rolls, Lebanese",Delivery,Basavanagudi,31,3.1,250.0
Cafe Coffee Day,"1, SPC Complex, Bull Temple Road, Opposite BSNL Office, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Cafe,"Cafe, Fast Food",Cafes,Basavanagudi,30,2.8,900.0
J Spice,"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,59,3.8,750.0
New Shanthi Sagar,"18, R V Road, South End Circle, Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Dine-out,Basavanagudi,51,2.7,600.0
Roofnic,"5/1, 5th Main Road, Raghavendra Colony, Chamrajpet, Basavanagudi, Bangalore",No,No,Basavanagudi,Quick Bites,Fast Food,Delivery,Basavanagudi,9,3.1,300.0
Vinaya Cafe,"1576, East End Main Road, 9th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"South Indian, Street Food, Juices",Delivery,Basavanagudi,11,3.4,200.0
Juice Junction Food Court,"54, Bull Temple Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",Delivery,Basavanagudi,57,3.7,200.0
Cake Art,"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",No,No,Basavanagudi,"Bakery, Quick Bites",Bakery,Desserts,Basavanagudi,15,3.5,400.0
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",Delivery,Basavanagudi,1778,4.0,200.0
Spice Elephant,"2nd Floor, 80 Feet Road, Near Big Bazaar, 6th Block, Kathriguppe, 3rd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Casual Dining,"Chinese, North Indian, Thai",Delivery,Basavanagudi,787,4.1,800.0
As On Fire,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",Yes,No,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",Delivery,Basavanagudi,41,3.5,400.0
Vinny's,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Yes,Yes,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",Delivery,Basavanagudi,2115,4.2,800.0
Ganesh Grand,"91/1, Ganesh Mahal Building, Sirsi Road, Chamarajpet, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",Delivery,Basavanagudi,30,3.7,300.0
Srinagar Kabab Corner,"213, 13th Main, Srinagar, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,North Indian,Dine-out,Basavanagudi,10,3.4,250.0
Chaatimes,"39, 3rd Main,4th Cross, Hanumanth Nagar, Near, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Street Food, Fast Food",Dine-out,Basavanagudi,142,3.9,200.0
Vinny's,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Yes,Yes,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",Dine-out,Basavanagudi,2115,4.2,800.0
Curry Leaves,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",Dine-out,Basavanagudi,176,4.1,800.0
Coffee Bytes,"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",No,No,Banashankari,Quick Bites,"Fast Food, South Indian",Dine-out,Basavanagudi,6,3.1,100.0
Prems Graama Bhojanam,"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,South Indian,Delivery,Basavanagudi,322,4.3,400.0
Brew Bakes,"586/51, 10th Cross, 7th Block, Jayanagar, Bangalore (Opp: Nethradhama Eye Hospital)",No,No,Jayanagar,Cafe,"Cafe, Continental, Italian",Cafes,Basavanagudi,13,3.4,550.0
Kanti Sweets,"382/71 - 3, 11th Main Road, 3rd Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"Mithai, Street Food",Delivery,Basavanagudi,148,3.9,400.0
Vybhava,"35-1, Near Yediyur Lake, Kanakapura Road, Jayanagar, Bangalore",No,No,Jayanagar,Quick Bites,"South Indian, North Indian",Dine-out,Basavanagudi,39,3.8,250.0
Swarga Ruchi,"65, Parvati Bhavan, Appu Rao Road, Chamaraj Pet, Chamarajpet, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,South Indian,Dine-out,Basavanagudi,12,3.3,200.0
Smoke-A-Pot,"53, Second Floor, 9th Cross, 80 Feet Road, Sarakki Village, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","Biryani, North Indian, Rolls",Delivery,Basavanagudi,91,3.6,500.0
Hotel Coronation,"132, Kalasipalyam Main Road, Opposite Ayyappa Temple, City Market, Bangalore",No,No,City Market,Quick Bites,"North Indian, Chinese, Kebab, Rolls",Delivery,Basavanagudi,5,3.3,350.0
Tree Top,"Temple Tree Hotel, 3, 9th Cross, Wilson Garden, Bangalore",Yes,No,Wilson Garden,Casual Dining,"Continental, Chinese, North Indian, South Indian",Buffet,Basavanagudi,74,3.8,1000.0
Nagarjuna Chimney,"21/22, 22nd Cross, 3rd Block, Jayanagar, Bangalore",No,No,Jayanagar,Casual Dining,"Andhra, Biryani",Delivery,Basavanagudi,920,4.0,600.0
McDonald's,"15, Bull Temple Road, Next to HSBC Bank, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Burger, Fast Food",Delivery,Basavanagudi,276,3.6,500.0
Roti Ghar,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",Dine-out,Basavanagudi,750,3.9,500.0
Revoli Hotel,"88, K H Road, Opposite Shanti Nagar Bus Stop, Shanti Nagar, Bangalore",No,No,Shanti Nagar,Casual Dining,"South Indian, Chinese",Delivery,Basavanagudi,21,3.5,450.0
Ruchi's Corner,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Yes,No,Banashankari,Quick Bites,Fast Food,Dine-out,Basavanagudi,123,2.7,200.0
Biriyani Mane,"1345, Southend Main Road, 9th Block JP NAGAR Bangalore, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"Biryani, Chinese, North Indian",Delivery,Basavanagudi,158,3.7,700.0
By 2 Coffee,"69, 6th Main Road, Appurao Road, Chamarajpet, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,South Indian,Dine-out,Basavanagudi,28,3.7,100.0
Uphar Dharshni,"56, 8th Main, Jayanagar 4th Block, Bangalore",No,No,Jayanagar,Quick Bites,"South Indian, North Indian",Dine-out,Basavanagudi,15,3.6,150.0
Vakulaa Veg Restaurant,"36, 12th Main, 27th Cross , 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"South Indian, North Indian",Dine-out,Basavanagudi,49,3.9,200.0
Rustic Stove,"13, 32nd Cross, 7th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",Dine-out,Basavanagudi,577,3.8,900.0
Kababs N Biryani,"406, 2nd Cross, Vidyapeeta Layout, Banashankri, Bangalore",Yes,No,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,22,3.4,200.0
Burger King,"59/3, Ground & First Floor, West Anjaneya Temple Road, Ward 49, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"Burger, Fast Food, Beverages",Delivery,Basavanagudi,71,3.2,600.0
Chung's Chinese Corner,"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,Chinese,Delivery,Basavanagudi,221,3.9,700.0
The Yellow Chilli,"No ? 51 , 11th Main Road, Jayanagar 4 th Block, Bangalore",Yes,Yes,Jayanagar,Casual Dining,"North Indian, Mughlai, Biryani",Dine-out,Basavanagudi,584,3.8,1200.0
Kabab Magic,"31, Opposite Vijaya College, RV Road, Basavanagudi, Bangalore",Yes,No,Basavanagudi,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",Dine-out,Basavanagudi,1720,4.1,400.0
Ugadi,"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",Dine-out,Basavanagudi,177,2.9,700.0
